text,label
"I've been using BloomCRM for years and it's just gotten more and more bloated, can you please simplify things?",complaint
"I'm having trouble logging into my Aviato account, it keeps saying my password is incorrect even though I know it's right.",technical_issue
I think it would be beneficial if BloomCRM had a mobile app for on-the-go access,feature_request
"Can you send me a receipt for my last Aviato payment, I need it for expense reporting purposes.",billing
How do I reset my password for the BloomCRM mobile app?,other
"It's really important for my business to have a recurring payment option in Aviato, can you please add this feature ASAP.",feature_request
"The Tracksy mobile app is not sending push notifications, even though I have them enabled in the settings.",technical_issue
"I was really excited to start using Aviato, but the more I use it, the more I realize it's just not for us.",complaint
"I'm so over the constant 'we're improving' emails from BloomCRM, can't you just focus on making the product better instead of marketing it?",complaint
"I wish there was a way to set up custom notification alerts in BloomCRM, so we can stay on top of important updates.",feature_request
"Integrating Zoom with BloomCRM is not working, it's saying 'authentication failed'.",technical_issue
"I'm shocked at how unresponsive the company has been to my concerns, it's like you don't care about your customers.",complaint
"The Tracksy webhooks are not triggering as expected, it's causing issues with our automated workflows.",technical_issue
"I'm trying to understand how Aviato's pricing plan works, can someone explain it to me?",other
"What's the process for changing my billing date for Tracksy, I need it to be on the 15th of each month.",billing
I'm interested in learning more about the Tracksy mobile app and how it can be used for field sales teams,other
Can you explain why I was charged $100 for Aviato when the website says it's $80/month?,billing
"Can you please add a feature to Aviato that allows us to duplicate projects, it would save us so much time?",feature_request
"I'm trying to cancel my subscription but the button is not working, can you please assist me with the cancellation and refund?",billing
I'm getting a 'rate limit exceeded' error when trying to make API calls to Aviato.,technical_issue
"I've already cancelled my subscription, but I'm still receiving invoices from BloomCRM, please stop sending them",billing
"I think it would be really helpful if Tracksy had a feature to set task dependencies, so we can see how different tasks are related.",feature_request
"The more I use Tracksy, the more I realize that it's just not the right fit for my business, and that's really disappointing.",complaint
How do I update my payment method for my monthly Aviato subscription?,billing
"I'm disappointed in the overall value proposition of Tracksy, it's not living up to the promises made during the sales pitch.",complaint
"The BloomCRM dashboard is displaying incorrect data, the numbers don't match what I see in my reports.",technical_issue
I'm experiencing a weird bug in Aviato where the navigation menu disappears after I click on a project.,technical_issue
"Can I get some information on the Tracksy affiliate program, I'm interested in promoting your product to my audience?",other
"I'm getting a 'server error' message when trying to access the Aviato dashboard, can you help me resolve this issue?",technical_issue
"The UI of BloomCRM is just so outdated and clunky, it's like you're not even trying to keep up with modern design standards.",complaint
Can someone from the Tracksy team reach out to me about potential partnership opportunities?,other
"I need to remove a user from my Tracksy account, will this affect my billing?",billing
"How do I get a copy of my BloomCRM invoice from last month, I need it for tax purposes",billing
"I've tried to give Aviato a chance, but every time I log in, I feel like I'm fighting with the interface.",complaint
How do I customize the dashboard in Tracksy to display only the metrics I need?,other
"I think it would be really useful if BloomCRM had a feature to track client interactions, such as phone calls and meetings.",feature_request
"I'm experiencing issues with the Aviato file uploader, it's not handling large files correctly.",technical_issue
Can you provide a detailed breakdown of the charges on my latest invoice for Aviato?,billing
"I'm so frustrated with the lack of transparency from your team, Aviato's roadmap is unclear and it's affecting my business decisions.",complaint
"I'm having trouble with the Aviato single sign-on (SSO) feature, it's not authenticating with our company's IDP.",technical_issue
"The Tracksy knowledge base is not loading, I'm trying to access the documentation but it's not available.",technical_issue
"I've already paid my invoice, but it's still showing as overdue in my BloomCRM account",billing
Can you tell me more about the different roles and responsibilities within your sales team?,other
"Can someone help me understand the reporting capabilities in Tracksy, I'm not sure how to generate the reports I need?",other
"Tracksy is starting to feel like a chore to use, I'm not sure how much longer I can keep going with it.",complaint
"I'm starting to regret switching to Tracksy, the benefits just don't outweigh the headaches.",complaint
I think it would be really useful if BloomCRM had a feature to predict sales forecasts based on historical data.,feature_request
"I've been noticing a lot of inconsistencies in the way Aviato handles data, it's really making it hard to trust the platform.",complaint
"Aviato's reporting feature is not working, it's just showing a blank page with no data.",technical_issue
"Can you explain the pricing for the premium features in Aviato, I'm not sure what I'm being charged for",billing
Can you add a feature to Tracksy that allows me to set reminders for upcoming events and deadlines?,feature_request
"I wish Tracksy had a feature to integrate with our Google Calendar, so we can see our tasks and events in one place.",feature_request
"I'm extremely dissatisfied with the communication from your team, I've been waiting for weeks for a response and nothing.",complaint
How do I create a custom report in BloomCRM to track sales performance?,other
"I've been charged twice for my Aviato subscription this month, can you please look into this and refund the extra charge?",billing
"I've been recommending BloomCRM to my colleagues, but after the last update, I'm having second thoughts, it's just not what it used to be.",complaint
Can you please add a feature to Tracksy to allow users to upload custom logos?,feature_request
"I just received an invoice for Tracksy and the amount is incorrect, can you look into this and fix it?",billing
"It would be great if Aviato had a feature to automate email follow-ups, that would save me so much time.",feature_request
"The search function in Aviato is not working, I've tried searching for existing contacts but nothing shows up.",technical_issue
Can you add a custom filter option to Tracksy so I can sort my data more efficiently?,feature_request
"I'm being charged for a BloomCRM feature that I don't have access to, can you fix this?",billing
Can you add a customization option to change the color scheme in BloomCRM?,feature_request
"I've received an invoice for BloomCRM but I've already paid my subscription fee for the month, what's going on?",billing
"BloomCRM's mobile app is clunky and hard to navigate, I expect more from a top-tier SaaS product.",complaint
"It would be great if Tracksy had a mobile app, so I can track my tasks on-the-go.",feature_request
I'm looking for some case studies or success stories from existing customers who are using your product,other
"The Tracksy mobile app is not sending push notifications, even though I've enabled them in the settings, can you help me with this?",technical_issue
"I'm unhappy with the direction Aviato is headed, it seems like you're prioritizing new features over fixing existing issues.",complaint
I'm interested in learning more about the onboarding process for new customers - what kind of support can I expect from your team?,other
"I'm trying to decide between Tracksy and another product, but if you had a feature to track website interactions, that would seal the deal for me.",feature_request
"I'd love to see a feature in Aviato that allows us to create a knowledge base, so we can share information and resources with our team.",feature_request
"The calendar view in BloomCRM is not displaying all of my events, some are missing and I don't know why.",technical_issue
"I've been charged twice for my Aviato subscription this month, can you please look into this and refund the extra charge?",billing
How do I customize the dashboard in Aviato to fit my specific business needs?,other
"It would be really helpful if Tracksy had a feature to track email opens and clicks, can you make that happen?",feature_request
It would be amazing if Aviato could integrate with our existing Slack channels for seamless communication,feature_request
Is there any way to customize the dashboard layout in Tracksy to fit our team's needs?,feature_request
Can you add a feature to BloomCRM that allows us to create custom fields for contacts?,feature_request
Is it possible to get a demo of Tracksy before committing to a paid plan?,other
"I need to update my company's billing information for Tracksy, can you please let me know what documentation you need from me",billing
"I'm starting to regret choosing Tracksy, the whole system feels really outdated and unresponsive.",complaint
Can you please provide more information on the data security measures you have in place for Aviato?,other
I wish there was a way to automate repetitive tasks in BloomCRM using workflows.,feature_request
"I thought Tracksy would help streamline our operations, but it's actually created more work and headaches for us.",complaint
"The loading animation in Tracksy just keeps spinning and never actually loads the data, what's going on?",technical_issue
"The BloomCRM iOS app is not sending push notifications for new leads, even though I have notifications enabled.",technical_issue
I'd love to see a feature in BloomCRM that allows me to assign multiple owners to a single contact.,feature_request
"I'm trying to find the Aviato user manual, can you please provide a link?",other
"BloomCRM's lack of attention to detail is staggering, it's like they're not even trying.",complaint
"Aviato's communication about changes to the product is inadequate, I feel like I'm constantly discovering new 'features' by accident.",complaint
"The BloomCRM dashboard is not displaying any data, it's just a blank page with no error messages.",technical_issue
I'd love to get some guidance on how to use Aviato to create custom reports and dashboards - are there any tutorials or webinars available?,other
"I'm interested in learning more about the company culture at BloomCRM, can you send me some information?",other
"Can you please look into why my payment for Aviato was declined, I've checked with my bank and there are no issues on their end",billing
"The more I use Aviato, the more I realize it's not designed for businesses like mine, it's too generic and inflexible.",complaint
